Arun-down,,
,13c87738fe65d9ff8e8dd09c589b939f,
straightkeertika,,
,,"[0.981375,0.701902]"
,a21216ce86e6e6e34be5277651386da9,
,,"[1.010118,0.658606]"
,c33a5733d8348a72ce2a05a40cc52bde,
,,"[1.025535,0.683154]"
,273a4c708390edd3a2259d3ea87cbabc,
,,"[1.077876,0.685901]"
,b6db4e82b169ec4d6ad13c606c614647,
,,"[1.056044,0.719721]"
,c159e04be83e6dd5ab91cbf5403e9f67,
,,"[1.073959,0.694257]"
,697e9008337818a3085e6a380ea83b67,
,,"[0.959842,0.697392]"
,39b619d36993dacdf597ab50663bb401,
,,"[1.036694,0.707316]"
,3374323d8aeb63c43c81fe7c254bf5dd,
upkeertika,,
,,"[0.964774,0.728777]"
,de6495f36faf92ddbf0cea913b0c53e5,
